protocol_version,session_id,run_id,timestamp_utc,device_model,operating_system,unity_version,model_id,model_version,model_variant,model_asset,backend,quantization,output_kind,tensor_layout,parameters_millions,gflops_at_640,input_width,input_height,output_count,output_shape,iteration,preprocessing_ms,scheduling_ms,execution_readback_ms,total_ms,completion_frame_ms,allocated_memory_bytes,reserved_memory_bytes,mono_used_memory_bytes,battery_level,battery_status,gc_gen0_count,gc_gen1_count,gc_gen2_count
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:28.5344320Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",47,0.0539,2.0578,165.7222,167.8342,2.273802,108218102,255279104,71380992,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:28.7643010Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",48,0.0753,1.8423,220.0806,221.9984,2.240831,108225750,255279104,71380992,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:29.0065570Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",49,0.078,1.8507,164.3981,166.3271,2.296932,108237374,255279104,71380992,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:29.2435840Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",50,0.0544,1.8294,215.2292,217.1134,2.344898,108245078,255279104,71380992,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:29.4792850Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",51,0.0548,1.8438,214.0207,215.9195,2.469898,108257102,255279104,71385088,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:29.7138450Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",52,0.0569,2.1305,163.1899,165.3776,2.160622,108261174,255279104,71389184,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:29.9449530Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",53,0.0707,1.8578,209.3183,211.247,2.20844,108272886,255279104,71389184,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:30.1905530Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",54,0.0742,1.9349,167.7793,169.7887,2.437344,108280462,255279104,71389184,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:30.4223360Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",55,0.0726,1.9241,163.9216,165.9184,2.115207,108285222,255279104,71389184,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:30.6582880Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",56,0.061,2.0962,213.8686,216.0261,2.291149,108304334,255279104,71393280,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:30.8934390Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",57,0.0522,2.0195,162.753,164.8248,2.592241,108303198,255279104,71393280,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:31.1317150Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",58,0.0586,2.0825,164.9107,167.0521,2.194898,108316982,255279104,71397376,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:31.3664730Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",59,0.0828,1.9569,163.6277,165.6677,2.90146,108326038,255279104,71397376,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:31.6061330Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",60,0.0571,1.9868,167.3598,169.4039,2.375255,108330950,255279104,71397376,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:31.8399180Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",61,0.0869,2.0467,164.4966,166.6304,2.466979,108345350,255279104,71401472,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:32.0764740Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",62,0.0526,1.9334,165.1585,167.1446,2.664428,108350078,255279104,71401472,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:32.3127480Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",63,0.0534,1.8605,165.3,167.2141,2.160523,108359830,255279104,71405568,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:32.5470300Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",64,0.0572,1.8836,212.3317,214.2729,2.228175,108371358,255279104,71409664,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:32.7779340Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",65,0.0556,1.8996,208.9764,210.9318,2.242552,108374454,255279104,71413760,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:33.0173370Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",66,0.0548,2.0559,161.7262,163.8372,3.669848,108390598,255279104,71421952,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:33.2590610Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",67,0.0787,1.8339,168.2023,170.1151,2.330839,108392118,255279104,71421952,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:33.4947190Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",68,0.0587,1.8538,166.6885,168.6012,2.054585,108407774,255279104,71421952,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:33.7290960Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",69,0.0559,2.0375,212.3514,214.445,2.25406,108412430,255279104,71421952,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:33.9619990Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",70,0.0558,1.9077,223.7449,225.7087,3.754167,108421518,255279104,71421952,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:34.1954210Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",71,0.0609,1.9378,160.0706,162.0694,2.249008,108430670,255279104,71421952,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:34.4299780Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",72,0.0531,1.7966,212.8352,214.685,2.280102,108438982,255279104,71421952,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:34.6727070Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",73,0.059,1.855,165.1508,167.0651,2.101821,108452094,255279104,71421952,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:34.9015820Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",74,0.0527,1.8502,219.6873,221.5904,2.378904,108452582,255279104,71426048,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:35.1442560Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",75,0.1137,1.9376,164.37,166.4215,2.08609,108471766,255279104,71430144,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:35.3797110Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",76,0.0524,1.8744,213.5423,215.4693,2.598802,108473942,255279104,71430144,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:35.6172770Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",77,0.0585,2.1097,164.8019,166.9703,2.236253,108482462,255279104,71434240,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:35.8529590Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",78,0.0615,2.0176,213.6705,215.7498,2.400886,108497582,255279104,71438336,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:36.0887640Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",79,0.0563,1.9833,163.7143,165.7541,2.162238,108499150,255279104,71442432,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:36.3207090Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",80,0.0569,1.8877,210.0241,211.969,2.337968,108514446,255279104,71442432,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:36.5614840Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",81,0.0576,2.0697,163.8446,165.972,2.343849,108519734,255279104,71442432,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:36.7981590Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",82,0.0527,1.9772,164.5816,166.6117,2.328231,108528886,255279104,71442432,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:37.0351360Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",83,0.0589,2.016,165.2808,167.3559,2.235573,108535550,255279104,71442432,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:37.2691520Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",84,0.0747,2.0357,212.025,214.1356,2.227501,108550886,255279104,71446528,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:37.5007150Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",85,0.0565,2.0619,220.3632,222.4819,2.163641,108552350,255279104,71446528,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:37.7352890Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",86,0.0568,1.8923,225.9976,227.9469,2.227813,108564454,255279104,71446528,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:37.9783560Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",87,0.0562,1.9724,164.0168,166.0456,2.338492,108575814,255279104,71446528,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:38.2134140Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",88,0.0552,1.9462,163.4179,165.4196,2.177551,108580222,255279104,71446528,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:38.4485720Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",89,0.0684,1.8604,213.1315,215.0605,4.932603,108591038,255279104,71446528,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:38.6877810Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",90,0.0685,1.8826,167.4777,169.429,2.302083,108599502,255279104,71446528,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:38.9214750Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",91,0.0523,1.9953,211.7526,213.8004,2.274114,108609278,255279104,71446528,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:39.1592390Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",92,0.0554,1.9532,164.6517,166.6605,2.311409,108618654,255279104,71462912,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:39.3941260Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",93,0.0534,1.9313,163.4381,165.4231,2.314272,108622142,255279104,71467008,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:39.6321660Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",94,0.0585,1.9919,165.2055,167.2561,2.365675,108639054,255279104,71467008,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:39.8670160Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",95,0.0585,1.9403,164.0834,166.0824,2.206774,108643270,255279104,71471104,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:40.0960990Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",96,0.054,1.7992,219.0787,220.932,2.195259,108651342,255279104,71471104,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:40.3321910Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",97,0.0594,1.8289,214.3834,216.2719,2.171407,108666670,255279104,71471104,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:40.5753930Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",98,0.0549,1.8652,164.1223,166.0426,2.271669,108667142,255279104,71475200,0.88,Discharging,26,26,26
quest3-yolo-nano-v1,20260620_091029_aa3e6834,20260620_091029_aa3e6834_yolov9t_GPUCompute,2026-06-20T09:11:40.8088820Z,Oculus Quest 3,Android OS 14 / API-34 (UP1A.231005.007.A1/52083180027000520),6000.4.11f1,yolov9t,YOLOv9,t,yolov9t_640_raw,GPUCompute,Unspecified,Raw,ChannelsFirst,2,7.7,640,640,1,"(1, 84, 8400)",99,0.0517,1.9008,223.4299,225.3827,2.873958,108683238,255279104,71475200,0.88,Discharging,26,26,26
